	uri	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	FICE	College_name	State	label_salary	label_comp	label	corr_feat
265	http://dbpedia.org/resource/Glenville_State_College	396.0	325.0	274.0	298.0	484.0	405.0	341.0	371.0	12.0	17.0	28.0	16.0	75.0	3813.0	Glenville State College	WV	low	low	IIB	I
266	http://dbpedia.org/resource/Goldey%E2%80%93Beacom_College	492.0	405.0		417.0	613.0	511.0		528.0	8.0	14.0	3.0	1.0	26.0	1429.0	Goldey Beacom College	DE	medium	medium	IIB	IIA
267	http://dbpedia.org/resource/Gonzaga_University	616.0	428.0	345.0	420.0	741.0	527.0	432.0	518.0	49.0	83.0	96.0	23.0	251.0	3778.0	Gonzaga University	WA	medium	medium	IIA	IIA
268	http://dbpedia.org/resource/Gordon_College_(Massachusetts)	432.0	352.0	319.0	381.0	578.0	467.0	424.0	505.0	35.0	18.0	13.0	5.0	71.0	2153.0	Gordon College	MA	medium	medium	IIB	IIB
269	http://dbpedia.org/resource/Goshen_College	388.0	341.0	291.0	345.0	479.0	410.0	344.0	418.0	37.0	19.0	28.0	0.0	84.0	1799.0	Goshen College	IN	low	low	IIB	IIB
270	http://dbpedia.org/resource/Goucher_College	529.0	387.0	358.0	411.0	661.0	489.0	452.0	518.0	21.0	27.0	23.0	4.0	75.0	2073.0	Goucher College	MD	medium	medium	IIB	
271	http://dbpedia.org/resource/Grace_College	326.0	264.0	228.0	285.0	439.0	372.0	334.0	395.0	14.0	11.0	6.0	0.0	31.0	1800.0	Grace College	IN	low	low	IIB	IIB
272	http://dbpedia.org/resource/Graceland_University	411.0	331.0	301.0	345.0	490.0	401.0	366.0	418.0	26.0	11.0	29.0	1.0	70.0	1866.0	Graceland College	IA	low	low	IIB	I
273	http://dbpedia.org/resource/Grambling_State_University	442.0	392.0	329.0	349.0	491.0	437.0	369.0	391.0	48.0	48.0	124.0	45.0	265.0	2006.0	Grambling State University	LA	low	low	IIA	IIA
274	http://dbpedia.org/resource/Grand_Canyon_University	358.0	328.0	274.0	299.0	439.0	395.0	332.0	363.0	20.0	18.0	24.0	12.0	74.0	1074.0	Grand Canyon University	AZ	low	low	IIB	IIB
275	http://dbpedia.org/resource/Grand_View_University	385.0	320.0	295.0	329.0	481.0	405.0	377.0	416.0	22.0	31.0	20.0	2.0	75.0	1867.0	Grand View College	IA	low	low	IIB	IIB
276	http://dbpedia.org/resource/Green_Mountain_College	416.0	355.0	309.0	342.0	518.0	448.0	390.0	430.0	9.0	11.0	10.0	5.0	35.0	3687.0	Green Mountain College	VT	low	low	IIB	IIB
277	http://dbpedia.org/resource/Greensboro_College	377.0	331.0	309.0	333.0	456.0	400.0	367.0	404.0	11.0	21.0	10.0	2.0	44.0	2930.0	Greensboro College	NC	low	low	IIB	IIA
278	http://dbpedia.org/resource/Greenville_College	374.0	331.0	292.0	336.0	466.0	424.0	370.0	422.0	27.0	11.0	15.0	4.0	57.0	1684.0	Greenville College	IL	low	low	IIB	IIB
279	http://dbpedia.org/resource/Grinnell_College	642.0	517.0	405.0	513.0	809.0	641.0	496.0	638.0	46.0	36.0	52.0	3.0	139.0	1868.0	Grinnell College	IA	high	high	IIB	IIB
280	http://dbpedia.org/resource/Guilford_College	492.0	414.0	338.0	410.0	615.0	505.0	407.0	503.0	32.0	22.0	29.0	5.0	90.0	2931.0	Guilford College	NC	medium	medium	IIB	I
281	http://dbpedia.org/resource/Gustavus_Adolphus_College	486.0	402.0	338.0	408.0	625.0	507.0	423.0	518.0	59.0	47.0	44.0	12.0	162.0	2353.0	Gustavus Adolphus College	MN	medium	medium	IIB	IIB
282	http://dbpedia.org/resource/Gwynedd%E2%80%93Mercy_College	356.0	316.0	269.0	280.0	428.0	383.0	330.0	341.0	13.0	18.0	51.0	16.0	98.0	3270.0	Gwynedd-Mercy College	PA	low	low	IIB	IIB
283	http://dbpedia.org/resource/Hamilton_College_(Iowa)	631.0	478.0	377.0	478.0	801.0	608.0	475.0	604.0	46.0	37.0	54.0	12.0	149.0	2728.0	Hamilton College	NY	medium	high	IIB	IIB
284	http://dbpedia.org/resource/Hamline_University	556.0	451.0	342.0	461.0	706.0	575.0	424.0	583.0	58.0	29.0	27.0	8.0	128.0	2354.0	Hamline University	MN	medium	medium	IIA	IIB
285	http://dbpedia.org/resource/Hampden%E2%80%93Sydney_College	529.0	397.0	338.0	417.0	631.0	481.0	419.0	502.0	28.0	28.0	13.0	0.0	80.0	3713.0	Hampden-Sydney College	VA	medium	medium	IIB	IIB
286	http://dbpedia.org/resource/Hampton_University	494.0	377.0	323.0	359.0	568.0	440.0	374.0	415.0	45.0	86.0	134.0	13.0	297.0	3714.0	Hampton University	VA	medium	low	IIA	
287	http://dbpedia.org/resource/Hannibal-LaGrange_University		284.0	248.0	258.0		366.0	308.0	324.0	4.0	8.0	21.0	5.0	38.0	9089.0	Hannibal-LaGrange College	MO	low	low	IIB	IIB
288	http://dbpedia.org/resource/Hanover_College	555.0	437.0	377.0	432.0	682.0	539.0	455.0	524.0	28.0	16.0	35.0	13.0	92.0	1801.0	Hanover College	IN	medium	medium	IIB	IIB
289	http://dbpedia.org/resource/Hardin%E2%80%93Simmons_University	378.0	311.0	295.0	330.0	457.0	380.0	357.0	400.0	39.0	11.0	25.0	9.0	84.0	3571.0	Hardin-Simmons University	TX	low	low	IIA	I
290	http://dbpedia.org/resource/Harding_University_High_School	424.0	374.0	335.0	380.0	512.0	461.0	401.0	460.0	80.0	46.0	41.0	8.0	179.0	10311.0	Harding University	AR	medium	medium	IIB	IIA
291	http://dbpedia.org/resource/Hartwick_College	505.0	423.0	340.0	419.0	628.0	517.0	409.0	513.0	50.0	23.0	36.0	0.0	123.0	2729.0	Hartwick College	NY	medium	medium	IIB	
292	http://dbpedia.org/resource/Harvard_University	1009.0	559.0	500.0	793.0	1236.0	723.0	653.0	989.0	654.0	149.0	255.0	8.0	1172.0	2155.0	Harvard University	MA	high	high	I	
293	http://dbpedia.org/resource/Harvey_Mudd_College	771.0	579.0	454.0	638.0	961.0	739.0	588.0	805.0	34.0	14.0	20.0	0.0	68.0	1171.0	Harvey Mudd College	CA	high	high	IIB	IIA
294	http://dbpedia.org/resource/Hastings_College	426.0	359.0	305.0	353.0	516.0	434.0	369.0	426.0	19.0	19.0	24.0	4.0	66.0	2548.0	Hastings College	NE	medium	low	IIB	I
295	http://dbpedia.org/resource/Haverford_College	653.0	498.0	392.0	521.0	876.0	702.0	551.0	716.0	40.0	19.0	33.0	3.0	95.0	3274.0	Haverford College	PA	high	high	IIB	
296	http://dbpedia.org/resource/Heidelberg_University_(Ohio)	399.0	334.0	298.0	331.0	491.0	407.0	349.0	397.0	17.0	18.0	24.0	8.0	67.0	3048.0	Heidelberg College	OH	low	low	IIB	IIB
297	http://dbpedia.org/resource/Henderson_State_University	447.0	375.0	341.0	375.0	561.0	480.0	435.0	477.0	55.0	42.0	33.0	25.0	155.0	1098.0	Henderson State University	AR	medium	medium	IIB	IIB
298	http://dbpedia.org/resource/Hendrix_College	485.0	399.0	362.0	421.0	664.0	534.0	453.0	562.0	24.0	26.0	14.0	1.0	65.0	1099.0	Hendrix College	AR	medium	medium	IIB	IIB
299	http://dbpedia.org/resource/Heritage_College,_Perth		359.0	319.0	322.0		437.0	392.0	395.0	4.0	7.0	9.0	8.0	28.0	3777.0	Heritage College	WA	low	low	IIB	IIB
300	http://dbpedia.org/resource/High_Point_University	475.0	397.0	330.0	349.0	591.0	496.0	407.0	435.0	14.0	25.0	35.0	9.0	94.0	2933.0	High Point University	NC	low	low	IIB	IIB
301	http://dbpedia.org/resource/Hilbert_College	318.0		261.0	278.0	376.0		315.0	336.0	6.0	3.0	12.0	7.0	28.0	2735.0	Hilbert College	NY	low	low	IIB	IIB
302	http://dbpedia.org/resource/Hiram_College	468.0	367.0	302.0	373.0	602.0	469.0	379.0	474.0	28.0	22.0	20.0	11.0	81.0	3049.0	Hiram College	OH	medium	medium	IIB	IIB
303	http://dbpedia.org/resource/Hofstra_University	757.0	550.0	470.0	584.0	956.0	692.0	579.0	731.0	127.0	131.0	141.0	7.0	406.0	2732.0	Hofstra University	NY	high	high	I	I
304	http://dbpedia.org/resource/Hollins_University	498.0	398.0	306.0	388.0	609.0	512.0	374.0	484.0	18.0	27.0	23.0	3.0	71.0	3715.0	Hollins College	VA	medium	medium	IIB	IIB
305	http://dbpedia.org/resource/Holy_Family_University	480.0	395.0	335.0	364.0	599.0	504.0	432.0	465.0	12.0	14.0	33.0	16.0	75.0	3275.0	Holy Family College	PA	medium	medium	IIB	IIA
306	http://dbpedia.org/resource/Holy_Names_University	484.0	394.0	275.0	368.0	542.0	443.0	311.0	413.0	10.0	22.0	18.0	1.0	51.0	1183.0	Holy Names College	CA	medium	low	IIB	IIB
307	http://dbpedia.org/resource/Hood_College	516.0	425.0	352.0	402.0	665.0	530.0	434.0	502.0	14.0	21.0	40.0	1.0	76.0	2076.0	Hood College	MD	medium	medium	IIA	IIB
308	http://dbpedia.org/resource/Hope_College	515.0	420.0	350.0	443.0	681.0	559.0	455.0	585.0	70.0	49.0	38.0	2.0	159.0	2273.0	Hope College	MI	medium	medium	IIB	IIB
309	http://dbpedia.org/resource/Houghton_College	370.0	323.0	265.0	327.0	487.0	424.0	343.0	428.0	30.0	29.0	17.0	1.0	77.0	2734.0	Houghton College	NY	low	low	IIB	IIB
310	http://dbpedia.org/resource/Houston_Baptist_University	408.0	363.0	314.0	345.0	507.0	456.0	397.0	434.0	34.0	19.0	43.0	15.0	111.0	3576.0	Houston Baptist University	TX	low	low	IIA	IIB
311	http://dbpedia.org/resource/Howard_University	656.0	483.0	403.0	481.0	780.0	591.0	494.0	587.0	241.0	282.0	189.0	111.0	891.0	1448.0	Howard University	DC	medium	medium	I	IIB
312	http://dbpedia.org/resource/Humboldt_State_University	593.0	468.0	387.0	543.0	746.0	603.0	507.0	688.0	213.0	38.0	50.0	0.0	301.0	1149.0	Humboldt State University	CA	high	high	IIA	
313	http://dbpedia.org/resource/Huntingdon_College	339.0	303.0	287.0	301.0	421.0	371.0	347.0	366.0	8.0	15.0	19.0	2.0	44.0	1019.0	Huntingdon College	AL	low	low	IIB	IIB
314	http://dbpedia.org/resource/Huntington_University_(Canada)	438.0	367.0	305.0	358.0	544.0	455.0	379.0	444.0	11.0	11.0	13.0	3.0	38.0	1803.0	Huntington College	IN	medium	low	IIB	IIB
315	http://dbpedia.org/resource/Husson_University	407.0	358.0	302.0	334.0	454.0	401.0	338.0	374.0	12.0	13.0	18.0	6.0	49.0	2043.0	Husson College	ME	low	low	IIB	
316	http://dbpedia.org/resource/Idaho_State_University	466.0	382.0	337.0	368.0	588.0	487.0	433.0	471.0	128.0	99.0	113.0	120.0	460.0	1620.0	Idaho State University	ID	medium	medium	IIA	IIA
317	http://dbpedia.org/resource/Illinois_College	522.0	424.0	347.0	424.0	621.0	503.0	410.0	502.0	16.0	18.0	14.0	3.0	51.0	1688.0	Illinois College	IL	medium	medium	IIB	IIB
318	http://dbpedia.org/resource/Illinois_Institute_of_Technology	680.0	480.0	452.0	512.0	836.0	606.0	558.0	636.0	93.0	81.0	73.0	11.0	287.0	1691.0	Illinois Institute of Technology	IL	high	high	I	
319	http://dbpedia.org/resource/Illinois_State_University	548.0	436.0	373.0	460.0	638.0	514.0	445.0	541.0	289.0	187.0	244.0	0.0	720.0	1692.0	Illinois State University	IL	medium	medium	I	IIA
320	http://dbpedia.org/resource/Illinois_Wesleyan_University	570.0	452.0	374.0	445.0	729.0	593.0	477.0	572.0	32.0	42.0	47.0	8.0	129.0	1696.0	Illinois Wesleyan University	IL	medium	medium	IIB	
321	http://dbpedia.org/resource/Immaculata_University	451.0	406.0	310.0	385.0	572.0	521.0	399.0	492.0	10.0	8.0	8.0	2.0	28.0	3276.0	Immaculata College	PA	medium	medium	IIB	IIA
322	http://dbpedia.org/resource/Indiana_State_University	500.0	394.0	343.0	423.0	647.0	513.0	438.0	545.0	248.0	133.0	151.0	16.0	548.0	9563.0	Indiana State University	IN	medium	medium	I	IIA
323	http://dbpedia.org/resource/Indiana_University_Bloomington	674.0	479.0	399.0	540.0	852.0	615.0	507.0	685.0	624.0	344.0	305.0	1.0	1361.0	1809.0	Indiana University of-Bloomington	IN	high	high	I	IIB
324	http://dbpedia.org/resource/Indiana_University_Kokomo	519.0	432.0	380.0	397.0	665.0	548.0	482.0	504.0	13.0	21.0	29.0	0.0	81.0	1814.0	Indiana University at Kokomo	IN	medium	medium	IIB	IIB
325	http://dbpedia.org/resource/Indiana_University_South_Bend	544.0	445.0	391.0	420.0	696.0	571.0	495.0	537.0	32.0	56.0	57.0	0.0	175.0	1816.0	Indiana University at South Bend	IN	medium	medium	IIA	IIA
326	http://dbpedia.org/resource/Indiana_University_of_Pennsylvania	675.0	541.0	425.0	546.0	859.0	708.0	571.0	711.0	243.0	201.0	173.0	41.0	658.0	3277.0	Indiana University of Penn.	PA	high	high	IIA	IIA
327	http://dbpedia.org/resource/Indiana_Wesleyan_University	396.0	342.0	294.0	335.0	492.0	431.0	367.0	418.0	22.0	23.0	34.0	2.0	81.0	1822.0	Indiana Wesleyan University	IN	low	low	IIB	IIA
328	http://dbpedia.org/resource/Iona_College_(Queensland)	594.0	462.0	393.0	461.0	756.0	594.0	496.0	587.0	42.0	81.0	59.0	10.0	192.0	2737.0	Iona College	NY	medium	medium	IIA	IIA
329	http://dbpedia.org/resource/Iowa_State_University	684.0	506.0	404.0	534.0	842.0	635.0	514.0	666.0	467.0	353.0	284.0	84.0	1188.0	1869.0	Iowa State University	IA	high	high	I	IIB
330	http://dbpedia.org/resource/Ithaca_College	606.0	484.0	366.0	443.0	761.0	605.0	461.0	557.0	70.0	153.0	184.0	21.0	428.0	2739.0	Ithaca College	NY	medium	medium	IIB	IIB
331	http://dbpedia.org/resource/Jackson_State_University	425.0	391.0	337.0	362.0	511.0	471.0	407.0	436.0	81.0	79.0	114.0	54.0	328.0	2410.0	Jackson State University	MS	medium	low	IIA	IIA
332	http://dbpedia.org/resource/James_Madison_University	521.0	447.0	366.0	441.0	647.0	560.0	466.0	553.0	187.0	151.0	131.0	39.0	508.0	3721.0	James Madison University	VA	medium	medium	IIA	I
333	http://dbpedia.org/resource/John_Brown_University	372.0	338.0	304.0	341.0	478.0	414.0	375.0	426.0	23.0	22.0	10.0	3.0	58.0	1100.0	John Brown University	AR	low	low	IIB	I
334	http://dbpedia.org/resource/John_Carroll_University	587.0	473.0	389.0	465.0	717.0	586.0	490.0	576.0	59.0	56.0	74.0	14.0	203.0	3050.0	John Carroll University	OH	medium	medium	IIA	IIA
335	http://dbpedia.org/resource/Johns_Hopkins_University	798.0	542.0	435.0	593.0	972.0	677.0	551.0	734.0	330.0	110.0	160.0	52.0	767.0	2077.0	Johns Hopkins University	MD	high	high	I	I
336	http://dbpedia.org/resource/Johnson_C._Smith_University	408.0	357.0	303.0	327.0	485.0	427.0	367.0	394.0	11.0	27.0	34.0	12.0	84.0	2936.0	Johnson C. Smith University	NC	low	low	IIB	IIA
337	http://dbpedia.org/resource/Johnson_State_College	423.0	349.0	303.0	342.0	550.0	478.0	429.0	469.0	14.0	21.0	29.0	2.0	66.0	3688.0	Johnson State College	VT	low	medium	IIB	IIA
338	http://dbpedia.org/resource/Judson_College_(Alabama)	400.0	358.0	305.0	358.0	486.0	445.0	366.0	438.0	10.0	12.0	6.0	1.0	29.0	1700.0	Judson College	IL	medium	low	IIB	IIA
339	http://dbpedia.org/resource/Juniata_College	488.0	391.0	316.0	419.0	634.0	497.0	427.0	545.0	36.0	20.0	16.0	2.0	74.0	3279.0	Juniata College	PA	medium	medium	IIB	
340	http://dbpedia.org/resource/Kalamazoo_College	553.0	440.0	352.0	452.0	696.0	569.0	440.0	571.0	36.0	25.0	24.0	7.0	92.0	2275.0	Kalamazoo College	MI	medium	medium	IIB	I
341	http://dbpedia.org/resource/Kansas_State_University	550.0	419.0	368.0	440.0	686.0	530.0	466.0	554.0	305.0	231.0	259.0	63.0	858.0	1928.0	Kansas State University	KS	medium	medium	I	I
342	http://dbpedia.org/resource/Kansas_Wesleyan_University	337.0	290.0	265.0	293.0	394.0	343.0	299.0	340.0	11.0	14.0	10.0	3.0	38.0	1929.0	Kansas Wesleyan University	KS	low	low	IIB	
343	http://dbpedia.org/resource/Kean_University	640.0	516.0	423.0	525.0	833.0	691.0	582.0	700.0	115.0	107.0	115.0	3.0	340.0	2622.0	Kean College of New Jersey	NJ	high	high	IIA	I
344	http://dbpedia.org/resource/Keene_State_College	494.0	417.0	337.0	426.0	622.0	532.0	439.0	542.0	61.0	46.0	40.0	2.0	149.0	2590.0	Keene State College	NH	medium	medium	IIB	IIA
345	http://dbpedia.org/resource/Kendall_College		357.0		319.0		423.0		377.0	1.0	11.0	3.0	4.0	19.0	1703.0	Kendall College	IL	low	low	IIB	IIB
346	http://dbpedia.org/resource/Kentucky_State_University	460.0	403.0	329.0	377.0	576.0	505.0	416.0	474.0	26.0	35.0	52.0	5.0	118.0	1968.0	Kentucky State University	KY	medium	medium	IIB	I
347	http://dbpedia.org/resource/Kentucky_Wesleyan_College	383.0	326.0	292.0	327.0	474.0	404.0	358.0	405.0	17.0	18.0	11.0	5.0	51.0	1969.0	Kentucky Wesleyan College	KY	low	low	IIB	I
348	http://dbpedia.org/resource/Kenyon_College	608.0	439.0	381.0	480.0	777.0	552.0	475.0	608.0	49.0	36.0	38.0	8.0	131.0	3065.0	Kenyon College	OH	medium	high	IIB	IIA
349	http://dbpedia.org/resource/Keuka_College	403.0	346.0	283.0	338.0	473.0	412.0	335.0	399.0	15.0	8.0	19.0	0.0	42.0	2744.0	Keuka College	NY	low	low	IIB	
350	http://dbpedia.org/resource/King's_College_London	498.0	427.0	354.0	409.0	641.0	548.0	444.0	520.0	22.0	28.0	45.0	0.0	95.0	3282.0	King's College	PA	medium	medium	IIB	
351	http://dbpedia.org/resource/Knox_College_(Illinois)	508.0	414.0	342.0	432.0	650.0	518.0	416.0	544.0	35.0	17.0	20.0	5.0	77.0	1704.0	Knox College	IL	medium	medium	IIB	I
352	http://dbpedia.org/resource/Kutztown_University_of_Pennsylvania	669.0	544.0	418.0	528.0	847.0	707.0	558.0	685.0	119.0	117.0	122.0	25.0	383.0	3322.0	Kutztown University of Penn.	PA	high	high	IIA	IIA
353	http://dbpedia.org/resource/La_Roche_College	433.0	364.0	302.0	351.0	518.0	438.0	355.0	419.0	11.0	12.0	21.0	0.0	44.0	3987.0	La Roche College	PA	medium	low	IIB	I
354	http://dbpedia.org/resource/La_Salle_University	585.0	482.0	426.0	470.0	733.0	616.0	543.0	597.0	30.0	80.0	95.0	4.0	209.0	3287.0	La Salle University	PA	medium	high	IIA	
355	http://dbpedia.org/resource/Lafayette_College	686.0	517.0	419.0	506.0	873.0	668.0	536.0	647.0	37.0	62.0	71.0	8.0	179.0	3284.0	Lafayette College	PA	high	high	IIB	I
356	http://dbpedia.org/resource/Lake_Forest_College	644.0	475.0	402.0	495.0	843.0	650.0	543.0	662.0	26.0	22.0	24.0	5.0	81.0	1706.0	Lake Forest College	IL	medium	high	IIB	IIA
357	http://dbpedia.org/resource/Lakeland_College_(Alberta)	406.0		321.0	329.0	489.0		384.0	393.0	11.0	3.0	19.0	8.0	46.0	3854.0	Lakeland College	WI	low	low	IIB	I
358	http://dbpedia.org/resource/Lambuth_University	316.0	288.0	283.0	294.0	405.0	380.0	363.0	379.0	15.0	9.0	16.0	2.0	42.0	3498.0	Lambuth University	TN	low	low	IIB	IIB
359	http://dbpedia.org/resource/Lander_University	453.0	381.0	343.0	380.0	557.0	472.0	427.0	470.0	34.0	31.0	41.0	4.0	114.0	3435.0	Lander University	SC	medium	medium	IIB	I
360	http://dbpedia.org/resource/Langston_University	459.0	375.0	313.0	342.0	545.0	454.0	383.0	415.0	12.0	31.0	34.0	29.0	108.0	3157.0	Langston University	OK	low	low	IIB	
361	http://dbpedia.org/resource/Lasell_College		336.0	322.0	320.0		403.0	389.0	387.0	3.0	7.0	13.0	4.0	27.0	2158.0	Lasell College	MA	low	low	IIB	
362	http://dbpedia.org/resource/Lawrence_University	570.0	425.0	364.0	462.0	691.0	521.0	439.0	561.0	42.0	28.0	31.0	3.0	104.0	3856.0	Lawrence University	WI	medium	medium	IIB	I
363	http://dbpedia.org/resource/LeTourneau_University	404.0	343.0	319.0	349.0	525.0	431.0	428.0	449.0	15.0	18.0	11.0	6.0	50.0	3584.0	LeTourneau University	TX	low	medium	IIB	IIA
364	http://dbpedia.org/resource/Le_Moyne_College	542.0	455.0	365.0	445.0	684.0	576.0	465.0	564.0	30.0	50.0	36.0	3.0	119.0	2748.0	Le Moyne College	NY	medium	medium	IIB	IIA
365	http://dbpedia.org/resource/Lebanon_Valley_College	472.0	401.0	362.0	419.0	593.0	512.0	466.0	531.0	28.0	21.0	17.0	1.0	67.0	3288.0	Lebanon Valley College	PA	medium	medium	IIB	IIB
366	http://dbpedia.org/resource/Lee_College	350.0	320.0	284.0	297.0	431.0	407.0	334.0	360.0	12.0	20.0	29.0	13.0	74.0	3500.0	Lee College	TN	low	low	IIB	I
367	http://dbpedia.org/resource/Lehigh_University	757.0	543.0	448.0	635.0	955.0	700.0	568.0	805.0	216.0	118.0	77.0	4.0	416.0	3289.0	Lehigh University	PA	high	high	I	IIA
368	http://dbpedia.org/resource/Lewis%E2%80%93Clark_State_College	391.0	329.0	292.0	338.0	499.0	425.0	381.0	436.0	39.0	35.0	35.0	1.0	110.0	1621.0	Lewis-Clark State College	ID	low	low	IIB	IIA
369	http://dbpedia.org/resource/Lewis_&_Clark_College	601.0	442.0	362.0	477.0	749.0	570.0	440.0	598.0	74.0	36.0	47.0	6.0	171.0	3197.0	Lewis & Clark College	OR	medium	high	IIA	IIB
370	http://dbpedia.org/resource/Lewis_University	467.0	392.0	330.0	357.0	561.0	481.0	407.0	437.0	37.0	20.0	29.0	52.0	138.0	1707.0	Lewis University	IL	medium	low	IIA	I
371	http://dbpedia.org/resource/Liberty_University	401.0	341.0	279.0	327.0	458.0	389.0	322.0	375.0	44.0	56.0	51.0	17.0	168.0	10392.0	Liberty University	VA	low	low	IIA	IIB
372	http://dbpedia.org/resource/Limestone_College	277.0	282.0	250.0	264.0	319.0	328.0	287.0	303.0	7.0	8.0	11.0	2.0	28.0	3436.0	Limestone College	SC	low	low	IIB	IIB
373	http://dbpedia.org/resource/Lincoln_University_(Pennsylvania)	465.0	367.5	315.0	350.5	567.0	452.5	391.5	433.5	22.0	24.0	31.5	21.0	103.0	2479.0	Lincoln University	MO	low	low	IIA	IIA
374	http://dbpedia.org/resource/Lindenwood_University	416.0	367.0	306.0	340.0	477.0	422.0	354.0	392.0	15.0	27.0	55.0	0.0	97.0	2480.0	Lindenwood College	MO	low	low	IIA	IIA
375	http://dbpedia.org/resource/Lindsey_Wilson_College		359.0	278.0	294.0		427.0	331.0	349.0	2.0	7.0	11.0	18.0	38.0	1972.0	Lindsey Wilson College	KY	low	low	IIB	IIB
376	http://dbpedia.org/resource/Linfield_College	481.0	377.0	319.0	397.0	650.0	522.0	448.0	546.0	47.0	47.0	31.0	4.0	129.0	3198.0	Linfield College	OR	medium	medium	IIB	IIB
377	http://dbpedia.org/resource/Lipscomb_University	453.0	374.0	308.0	365.0	561.0	473.0	374.0	451.0	33.0	22.0	25.0	17.0	97.0	3486.0	David Lipscomb University	TN	medium	medium	IIB	
378	http://dbpedia.org/resource/Livingstone_College		257.0	263.0	259.0		292.0	298.0	294.0	5.0	12.0	22.0	14.0	53.0	2942.0	Livingstone College	NC	low	low	IIB	IIB
379	http://dbpedia.org/resource/Lock_Haven_University_of_Pennsylvania	676.0	544.0	417.0	508.0	820.0	675.0	527.0	631.0	46.0	64.0	61.0	26.0	197.0	3323.0	Lock Haven University	PA	high	high	IIB	IIB
380	http://dbpedia.org/resource/Long_Island_University	631.0	513.0	408.0	531.0	825.0	672.0	520.0	690.0	233.0	175.0	124.0	22.0	561.0	4779.0	Long Island University	NY	high	high	IIA	IIB
381	http://dbpedia.org/resource/Longwood_University	487.0	420.0	336.0	393.0	611.0	529.0	431.0	497.0	33.0	50.0	50.0	17.0	150.0	3719.0	Longwood College	VA	medium	medium	IIB	IIB
382	http://dbpedia.org/resource/Loras_College	419.0	363.0	314.0	363.0	531.0	438.0	378.0	445.0	37.0	35.0	31.0	6.0	109.0	1873.0	Loras College	IA	medium	medium	IIB	I
383	http://dbpedia.org/resource/Louisiana_College	375.0	324.0	308.0	338.0	484.0	427.0	401.0	440.0	25.0	13.0	18.0	4.0	60.0	2007.0	Louisiana College	LA	low	low	IIB	IIB
384	http://dbpedia.org/resource/Louisiana_Tech_University	472.0	408.0	344.0	391.0	549.0	494.0	418.0	467.0	129.0	93.0	131.0	36.0	389.0	2008.0	Louisiana Tech University	LA	medium	medium	IIA	IIA
385	http://dbpedia.org/resource/Lourdes_University		330.0	283.0	280.0		413.0	371.0	361.0	2.0	8.0	15.0	22.0	47.0	3069.0	Lourdes College	OH	low	low	IIB	IIB
386	http://dbpedia.org/resource/Loyola_Marymount_University	722.0	558.0	414.0	589.0	911.0	724.0	543.0	754.0	130.0	90.0	83.0	3.0	310.0	11649.0	Loyola Marymount University	CA	high	high	IIA	IIA
387	http://dbpedia.org/resource/Loyola_University_Chicago	677.0	493.5	413.0	523.0	826.0	612.0	509.0	644.0	120.5	166.5	104.0	4.0	402.0	1710.0	Loyola University	IL	high	high	I	IIA
388	http://dbpedia.org/resource/Loyola_University_Maryland	632.0	500.0	397.0	482.0	802.0	640.0	511.0	617.0	50.0	76.0	89.0	5.0	222.0	2078.0	Loyola College in Maryland	MD	medium	high	IIA	I
389	http://dbpedia.org/resource/Luther_College_(Iowa)	478.0	399.0	347.0	404.0	630.0	548.0	445.0	531.0	63.0	26.0	50.0	16.0	155.0	1874.0	Luther College	IA	medium	medium	IIB	IIA
390	http://dbpedia.org/resource/Lycoming_College	502.0	436.0	352.0	395.0	656.0	575.0	442.0	507.0	16.0	26.0	33.0	11.0	86.0	3293.0	Lycoming College	PA	medium	medium	IIB	I
391	http://dbpedia.org/resource/Lynchburg_College	465.0	392.0	317.0	395.0	567.0	484.0	396.0	486.0	49.0	36.0	37.0	3.0	125.0	3720.0	Lynchburg College	VA	medium	medium	IIA	
392	http://dbpedia.org/resource/Lyndon_State_College	433.0	366.0	293.0	366.0	584.0	501.0	411.0	500.0	18.0	22.0	17.0	0.0	57.0	3689.0	Lyndon State College	VT	medium	medium	IIB	IIB
393	http://dbpedia.org/resource/Lyon_College	499.0		330.0	399.0	618.0		402.0	488.0	14.0	5.0	21.0	2.0	42.0	1088.0	Arkansas College	AR	medium	medium	IIB	IIB
394	http://dbpedia.org/resource/MacMurray_College	324.0	263.0	250.0	262.0	393.0	334.0	307.0	318.0	13.0	9.0	16.0	31.0	69.0	1717.0	MacMurray College	IL	low	low	IIB	
395	http://dbpedia.org/resource/Macalester_College	639.0	492.0	406.0	514.0	807.0	622.0	500.0	645.0	46.0	32.0	36.0	7.0	121.0	2358.0	Macalester College	MN	high	high	IIB	IIB
396	http://dbpedia.org/resource/Madonna_University	482.0	395.0	352.0	382.0	576.0	465.0	430.0	459.0	19.0	12.0	42.0	11.0	84.0	2282.0	Madonna University	MI	medium	medium	IIB	I
397	http://dbpedia.org/resource/Malone_College_(Northern_Ireland)	410.0	352.0	306.0	343.0	515.0	441.0	383.0	432.0	20.0	18.0	26.0	4.0	70.0	3072.0	Malone College	OH	low	low	IIB	IIB
